Player1,Player2,P1_Wins,P2_Wins
83O,J9O,2.0,0.0
K5O,T4O,2.0,0.0
Q8S,KQO,0.0,2.0
Q6O,Q5O,2.0,0.0
87O,KJO,0.0,2.0
K3O,KJS,0.0,2.0
84S,T2O,0.0,2.0
QTS,98O,2.0,0.0
ATO,KQS,2.0,0.0
K2S,42O,2.0,0.0
T9O,J7O,0.0,2.0
Q8O,42O,0.0,2.0
54O,J2S,0.0,2.0
93O,Q6O,2.0,0.0
A3O,22O,0.0,2.0
AQO,92O,0.0,2.0
T8O,96O,2.0,0.0
J6O,A2O,0.0,2.0
96O,AJS,0.0,2.0
K8S,Q4O,2.0,0.0
54O,84O,2.0,0.0
98S,72O,0.0,2.0
T9O,J4O,0.0,2.0
74S,92O,0.0,2.0
A8O,86O,0.0,2.0
63O,T4O,0.0,2.0
T9O,62O,0.0,2.0
93S,42O,2.0,0.0
32O,J2O,0.0,2.0
54O,Q5S,2.0,0.0
Q3O,K2S,2.0,0.0
74S,86O,0.0,2.0
AQS,QJO,0.0,2.0
A5O,95O,2.0,0.0
J9O,J3O,2.0,0.0
Q3O,Q5O,0.0,2.0
76O,AJS,0.0,2.0
K4S,K5O,2.0,0.0
92S,Q7S,2.0,0.0
54O,63S,2.0,0.0
85S,AKS,0.0,2.0
Q9S,T6O,2.0,0.0
ATO,63O,2.0,0.0
43O,64O,0.0,2.0
K6S,93S,0.0,2.0
Q5O,63O,2.0,0.0
82S,85O,0.0,2.0
AKO,65O,2.0,0.0
96O,83S,2.0,0.0
92O,Q9O,0.0,2.0
83O,KQO,2.0,0.0
T8S,52S,0.0,2.0
92O,T9O,2.0,0.0
A5O,98S,2.0,0.0
JTO,42S,2.0,0.0
75O,Q8O,0.0,2.0
92S,K9O,0.0,2.0
J9O,KKO,0.0,2.0
A6O,43O,0.0,2.0
J3O,J9O,0.0,2.0
KTO,52O,2.0,0.0
A2O,T5O,2.0,0.0
K3O,T3O,2.0,0.0
83S,T4O,2.0,0.0
T5O,97O,0.0,2.0
J2O,Q3S,2.0,0.0
QTO,K2O,2.0,0.0
T2O,95O,2.0,0.0
K3S,A4O,0.0,2.0
A5O,83S,2.0,0.0
52S,A7O,0.0,2.0
22O,A5S,0.0,2.0
AKO,73O,0.0,2.0
92O,86S,2.0,0.0
T2O,65O,2.0,0.0
97O,KQO,0.0,2.0
75O,J5O,0.0,2.0
AQO,62S,2.0,0.0
QTO,Q6O,2.0,0.0
A2O,K3O,0.0,2.0
73O,85O,0.0,2.0
76O,ATO,2.0,0.0
K3O,A7S,0.0,2.0
T5O,93O,0.0,2.0
J6S,Q7O,0.0,2.0
J8S,75O,2.0,0.0
T8O,A4O,0.0,2.0
K9S,K8S,0.0,2.0
KTS,Q7O,0.0,2.0
A4O,J2O,0.0,2.0
K3O,85S,0.0,2.0
65O,AQO,0.0,2.0
76O,AKO,0.0,2.0
A6O,KJO,2.0,0.0
T8S,K7S,0.0,2.0
QQO,T7S,0.0,2.0
T6O,82S,2.0,0.0
62O,Q3O,0.0,2.0
43O,87S,0.0,2.0
22O,73O,2.0,0.0
T5S,Q2O,2.0,0.0
A9O,88O,0.0,2.0
94S,AKO,0.0,2.0
AQO,QQO,2.0,0.0
Q2O,66O,0.0,2.0
Q3O,95O,0.0,2.0
J6S,Q7S,0.0,2.0
52O,KTO,0.0,2.0
Q7O,K7O,0.0,2.0
Q7S,Q6O,2.0,0.0
A3O,72O,2.0,0.0
54O,98O,2.0,0.0
95O,63S,0.0,2.0
Q3O,ATO,0.0,2.0
K4O,J2O,0.0,2.0
T2O,65O,0.0,2.0
J5S,AKO,0.0,2.0
Q6O,J5O,2.0,0.0
Q7O,Q3O,0.0,2.0
Q8O,75O,2.0,0.0
T6O,T7O,0.0,2.0
T9O,T7S,2.0,0.0
A3O,95O,2.0,0.0
J8S,K4O,0.0,2.0
74O,97S,0.0,2.0
J6O,93O,0.0,2.0
A4S,K9S,2.0,0.0
85O,KTO,0.0,2.0
76O,86O,2.0,0.0
A2O,A5O,0.0,2.0
92O,65O,2.0,0.0
A7O,84S,0.0,2.0
J8S,73O,0.0,2.0
KTO,92O,2.0,0.0
A5O,42O,2.0,0.0
T8O,94O,2.0,0.0
K8O,62O,2.0,0.0
Q7O,A8O,0.0,2.0
K7O,A3O,0.0,2.0
76S,QTS,0.0,2.0
44O,A7S,0.0,2.0
J3O,Q5O,0.0,2.0
A8S,T5O,2.0,0.0
63O,87O,0.0,2.0
T5O,82O,2.0,0.0
T9S,87O,2.0,0.0
K6O,T2O,2.0,0.0
A2O,A2O,1.0,1.0
AKS,AKO,2.0,0.0
92S,52O,2.0,0.0
42O,A8S,2.0,0.0
99O,A6O,2.0,0.0
ATO,T3S,2.0,0.0
A5S,92O,0.0,2.0
74S,QJO,0.0,2.0
J5O,72O,2.0,0.0
96O,87S,0.0,2.0
ATO,76S,0.0,2.0
85O,A7O,2.0,0.0
K9O,A2O,2.0,0.0
J3O,76S,0.0,2.0
74O,98S,0.0,2.0
J7O,A6O,0.0,2.0
Q8S,82O,2.0,0.0
75O,J4O,0.0,2.0
Q7S,T3O,0.0,2.0
55O,Q7S,2.0,0.0
K9O,42O,2.0,0.0
A5O,63O,2.0,0.0
98S,JTS,0.0,2.0
Q5O,K7O,0.0,2.0
KJO,A3S,0.0,2.0
86O,T9O,2.0,0.0
63O,KQO,0.0,2.0
73S,K7O,2.0,0.0
K2O,A3S,0.0,2.0
65O,93S,0.0,2.0
AQO,97O,2.0,0.0
T6S,J8O,0.0,2.0
T6O,97O,2.0,0.0
J3O,72O,0.0,2.0
73O,K6O,2.0,0.0
74O,A9S,0.0,2.0
A8S,K6O,2.0,0.0
K9O,J3O,0.0,2.0
K2S,AQO,0.0,2.0
T5O,J5S,0.0,2.0
64O,QTO,2.0,0.0
97S,Q5O,0.0,2.0
T6O,K7O,2.0,0.0
T3S,76O,2.0,0.0
KQO,K9S,2.0,0.0
J8S,66O,2.0,0.0
K4O,J6O,2.0,0.0
KQO,K6O,2.0,0.0
A5S,Q6O,0.0,2.0
63O,99O,0.0,2.0
T5S,ATO,0.0,2.0
62O,K4O,2.0,0.0
96O,53O,0.0,2.0
Q5O,Q5O,1.0,1.0
55O,Q4O,0.0,2.0
63O,T5O,0.0,2.0
43S,AJO,0.0,2.0
Q8O,64O,2.0,0.0
53O,K3O,0.0,2.0
JTO,J4O,2.0,0.0
JTO,J9S,2.0,0.0
A4O,62O,2.0,0.0
QQO,53O,2.0,0.0
KQS,K4O,2.0,0.0
T4O,A9O,0.0,2.0
K8O,ATO,0.0,2.0
J8O,J5O,0.0,2.0
94O,96O,0.0,2.0
KKO,86O,2.0,0.0
AJS,A4O,2.0,0.0
J5O,63O,2.0,0.0
T5S,75O,2.0,0.0
Q9S,T9O,2.0,0.0
AQO,65S,0.0,2.0
65O,AKO,0.0,2.0
T4S,AQO,2.0,0.0
43S,J8O,0.0,2.0
72O,97O,0.0,2.0
T7O,63O,2.0,0.0
83O,53O,2.0,0.0
87O,A3O,0.0,2.0
T8O,74O,2.0,0.0
T6O,94O,2.0,0.0
52S,75O,0.0,2.0
Q3S,T2O,2.0,0.0
J4S,83S,2.0,0.0
AQO,A4O,0.0,2.0
J9O,T6S,0.0,2.0
A3O,32O,2.0,0.0
J8O,A3O,0.0,2.0
32O,T7O,2.0,0.0
QTO,43O,2.0,0.0
22O,J4O,2.0,0.0
64S,J9O,0.0,2.0
Q3O,T6O,0.0,2.0
94S,74S,0.0,2.0
Q7S,A6S,0.0,2.0
J4S,A9S,0.0,2.0
J8O,95O,2.0,0.0
97O,K5O,2.0,0.0
A8O,22O,0.0,2.0
Q4S,33O,0.0,2.0
82O,K5O,0.0,2.0
Q2O,Q7S,2.0,0.0
T3O,T6S,0.0,2.0
K9S,J2O,2.0,0.0
73S,Q2O,0.0,2.0
Q4O,85O,2.0,0.0
A8S,K8S,2.0,0.0
KKO,97O,2.0,0.0
93O,Q4O,2.0,0.0
32O,KJO,2.0,0.0
J5O,43O,2.0,0.0
44O,J3O,0.0,2.0
75O,J3O,0.0,2.0
J2S,92S,2.0,0.0
K8S,92O,0.0,2.0
AQO,52O,2.0,0.0
ATO,94S,2.0,0.0
83O,J3S,0.0,2.0
A3O,KQO,0.0,2.0
T8O,J4S,2.0,0.0
97O,A4O,0.0,2.0
K5O,74O,2.0,0.0
72S,75S,0.0,2.0
J2O,Q8O,2.0,0.0
43O,AQO,0.0,2.0
J9O,T7O,2.0,0.0
AJO,95O,2.0,0.0
63S,QJO,0.0,2.0
K2O,K2O,1.0,1.0
77O,Q4O,2.0,0.0
A7O,32O,0.0,2.0
A4O,K9O,0.0,2.0
J6O,Q2O,0.0,2.0
T3O,33O,0.0,2.0
J5O,AAO,0.0,2.0
K2O,65S,0.0,2.0
A5O,42O,2.0,0.0
85O,72O,2.0,0.0
K7O,T4O,2.0,0.0
J6O,98O,0.0,2.0
K8S,AJO,2.0,0.0
86O,T5S,2.0,0.0
A4O,QJS,0.0,2.0
J4S,83S,2.0,0.0
A5O,AKO,0.0,2.0
63O,97O,0.0,2.0
J9S,83O,2.0,0.0
T5S,AQO,2.0,0.0
A6S,JJO,0.0,2.0
A6O,A9O,0.0,2.0
J3O,87O,0.0,2.0
Q6O,98O,0.0,2.0
98O,KJS,2.0,0.0
A9O,75O,0.0,2.0
76O,A4O,2.0,0.0
J5O,85O,0.0,2.0
Q4O,52O,0.0,2.0
87O,Q7O,2.0,0.0
42O,T6S,0.0,2.0
T9O,J8O,2.0,0.0
66O,87O,2.0,0.0
QTO,AKO,0.0,2.0
T8O,J9S,2.0,0.0
T8O,85S,2.0,0.0
A6O,Q2O,0.0,2.0
99O,QJO,0.0,2.0
A9O,J2O,2.0,0.0
K9O,J5O,2.0,0.0
43O,22O,2.0,0.0
A6O,98O,2.0,0.0
96O,QTO,2.0,0.0
85O,A2O,0.0,2.0
Q5S,AKO,0.0,2.0
K4O,87O,0.0,2.0
J2O,K5O,0.0,2.0
K9O,AQO,0.0,2.0
Q5O,99O,0.0,2.0
86S,77O,2.0,0.0
QJO,T7O,0.0,2.0
52O,KKO,2.0,0.0
A8O,42O,2.0,0.0
A8O,43O,2.0,0.0
43O,Q3S,0.0,2.0
T4S,Q3O,2.0,0.0
82O,94S,0.0,2.0
97S,T9O,0.0,2.0
AKO,94S,0.0,2.0
A3S,52O,2.0,0.0
QJO,52O,2.0,0.0
J9O,A9O,0.0,2.0
A8O,A7O,2.0,0.0
K9O,73O,2.0,0.0
Q3O,96O,0.0,2.0
Q5S,52O,2.0,0.0
32O,K7O,0.0,2.0
64S,K2O,0.0,2.0
42S,A3O,2.0,0.0
J7O,43O,0.0,2.0
JTS,84S,2.0,0.0
Q2S,97O,2.0,0.0
J4O,92S,2.0,0.0
T3S,AJO,0.0,2.0
42O,K6O,0.0,2.0
QJS,Q3S,2.0,0.0
93O,A4O,0.0,2.0
K6O,Q5S,2.0,0.0
42O,66O,0.0,2.0
Q7S,AQS,0.0,2.0
T9O,55O,0.0,2.0
Q6S,54O,2.0,0.0
A3S,Q9O,2.0,0.0
KJO,93O,2.0,0.0
JTS,32O,2.0,0.0
K8O,94O,2.0,0.0
KTO,75O,2.0,0.0
94O,A8S,0.0,2.0
K4O,86O,0.0,2.0
KQO,J7O,0.0,2.0
KTO,A6O,0.0,2.0
64O,A2O,2.0,0.0
J4O,73O,0.0,2.0
43S,JTO,2.0,0.0
A7O,88O,2.0,0.0
K2O,99O,0.0,2.0
KTO,95O,2.0,0.0
83O,52O,2.0,0.0
A5O,A7S,0.0,2.0
75O,Q6O,0.0,2.0
J9S,QJO,0.0,2.0
65O,A8S,2.0,0.0
K8O,52O,2.0,0.0
Q9O,K3O,0.0,2.0
T6O,Q9O,0.0,2.0
88O,A5S,2.0,0.0
A6O,JTS,2.0,0.0
Q8O,K9S,2.0,0.0
62O,86O,0.0,2.0
76O,QTO,2.0,0.0
82O,AKO,0.0,2.0
83O,AQO,2.0,0.0
AKS,84O,2.0,0.0
A7O,93O,2.0,0.0
Q9O,85S,2.0,0.0
82O,K8O,0.0,2.0
54O,74S,0.0,2.0
86S,AQO,2.0,0.0
22O,AJO,0.0,2.0
A6O,22O,2.0,0.0
A4S,TTO,0.0,2.0
T3S,42S,2.0,0.0
T7O,K5O,0.0,2.0
94S,K2O,2.0,0.0
Q6O,63O,2.0,0.0
98S,87O,2.0,0.0
T3O,Q2S,0.0,2.0
A4O,87O,2.0,0.0
65O,J6O,0.0,2.0
Q5O,94O,2.0,0.0
K2O,96O,2.0,0.0
Q3O,A9O,0.0,2.0
92O,Q2O,0.0,2.0
AAO,94O,2.0,0.0
63S,K2O,0.0,2.0
K2O,J7O,2.0,0.0
63O,QTS,0.0,2.0
T7O,82O,2.0,0.0
AQO,86O,2.0,0.0
K5O,82O,2.0,0.0
T9O,QTO,0.0,2.0
T8O,43O,0.0,2.0
J2O,75O,2.0,0.0
K2S,97O,0.0,2.0
92S,42O,2.0,0.0
KKO,J7O,2.0,0.0
Q7S,J3S,2.0,0.0
K3O,Q2S,2.0,0.0
76O,K5S,0.0,2.0
J2O,QQO,0.0,2.0
Q9O,83O,2.0,0.0
KKO,87O,2.0,0.0
95O,77O,2.0,0.0
K9O,A2O,0.0,2.0
44O,72O,0.0,2.0
J7O,KKO,2.0,0.0
JJO,AQO,2.0,0.0
KTS,63O,0.0,2.0
Q2O,K4O,2.0,0.0
A4O,Q7S,2.0,0.0
97O,J7S,0.0,2.0
Q4O,QTO,2.0,0.0
T4S,A2S,2.0,0.0
74O,86O,2.0,0.0
KKO,JTO,2.0,0.0
A6S,82O,2.0,0.0
74O,62S,2.0,0.0
JTO,96O,2.0,0.0
AQO,Q5S,2.0,0.0
QQO,84O,2.0,0.0
KTO,T3S,2.0,0.0
76O,64O,2.0,0.0
82S,Q7O,0.0,2.0
86O,T9O,0.0,2.0
64O,95O,0.0,2.0
AKS,A5O,2.0,0.0
T7S,T6O,0.0,2.0
A2O,99O,2.0,0.0
J9O,T6O,2.0,0.0
A5S,53O,2.0,0.0
A8O,Q4O,2.0,0.0
A5S,K3O,0.0,2.0
Q2S,85O,2.0,0.0
AKO,93S,0.0,2.0
AQO,62O,2.0,0.0
J4O,T6O,2.0,0.0
Q3O,T7O,0.0,2.0
Q5S,T3O,2.0,0.0
T6O,K7S,0.0,2.0
64O,J7S,0.0,2.0
53O,QTS,0.0,2.0
Q7S,J2O,2.0,0.0
63O,K3O,0.0,2.0
T2O,52O,2.0,0.0
83S,A7O,0.0,2.0
54S,64O,0.0,2.0
84O,KQS,0.0,2.0
J6S,Q5O,0.0,2.0
J4O,T8O,2.0,0.0
KJO,83O,2.0,0.0
JTO,75O,2.0,0.0
A9O,ATS,0.0,2.0
K4S,J9O,2.0,0.0
K8O,75O,0.0,2.0
A4O,Q2S,0.0,2.0
A7O,32O,0.0,2.0
A9S,K8S,2.0,0.0
T9S,94O,2.0,0.0
K7S,K2O,0.0,2.0
K2O,K7O,0.0,2.0
73S,75O,0.0,2.0
32O,87S,0.0,2.0
22O,J4O,0.0,2.0
A8O,75S,2.0,0.0
Q2S,Q8O,0.0,2.0
KQO,T8S,2.0,0.0
Q7O,T4O,2.0,0.0
98O,T9O,2.0,0.0
73S,96S,2.0,0.0
T9O,Q3O,0.0,2.0
J9O,J9O,1.0,1.0
52O,Q6O,0.0,2.0
43S,QTS,0.0,2.0
85S,32S,2.0,0.0
Q3O,J3O,2.0,0.0
32O,T6O,2.0,0.0
Q7S,98O,2.0,0.0
Q9O,83O,0.0,2.0
74S,K8O,2.0,0.0
53S,K5O,0.0,2.0
K9S,A7O,0.0,2.0
J4O,J6S,0.0,2.0
Q5O,98S,0.0,2.0
A4O,Q8S,2.0,0.0
84O,KQS,0.0,2.0
T3O,42O,0.0,2.0
77O,J3O,0.0,2.0
65O,J3O,2.0,0.0
T9S,54O,2.0,0.0
QTS,TTO,0.0,2.0
82O,Q8O,2.0,0.0
K6O,K5O,2.0,0.0
K4O,QQO,2.0,0.0
AKS,82O,2.0,0.0
QTS,Q2O,2.0,0.0
K2O,A5O,0.0,2.0
K3S,86O,2.0,0.0
J8S,K2O,2.0,0.0
Q4O,T7O,0.0,2.0
76O,87S,0.0,2.0
94S,95O,2.0,0.0
J5S,42O,2.0,0.0
A5O,A4S,0.0,2.0
A9O,T6O,0.0,2.0
94O,T5O,2.0,0.0
43O,KKO,0.0,2.0
QTS,66O,0.0,2.0
96O,T2O,0.0,2.0
T6O,J8O,0.0,2.0
J5S,94O,2.0,0.0
K3O,A9O,0.0,2.0
A7O,64O,2.0,0.0
AKO,A9O,0.0,2.0
42O,AAO,0.0,2.0
32O,KJO,0.0,2.0
75S,95O,0.0,2.0
Q5S,65O,2.0,0.0
A9O,65O,0.0,2.0
72O,A2O,0.0,2.0
87S,QTO,2.0,0.0
86O,A8O,0.0,2.0
A7S,62S,2.0,0.0
T4O,A5O,0.0,2.0
97O,K2O,0.0,2.0
J4O,32O,2.0,0.0
T8S,65O,0.0,2.0
KJS,A3O,2.0,0.0
KTO,J8O,2.0,0.0
T8O,A7O,0.0,2.0
QJO,J3O,2.0,0.0
T4O,73O,0.0,2.0
A6O,94O,2.0,0.0
K3O,95S,0.0,2.0
53O,QTO,2.0,0.0
J8O,A5O,0.0,2.0
A3O,K6O,0.0,2.0
95O,A3S,2.0,0.0
75O,T8S,0.0,2.0
94O,AJO,2.0,0.0
T7O,54S,0.0,2.0
KQO,T5O,2.0,0.0
KTO,ATO,0.0,2.0
32O,62O,0.0,2.0
86O,A5O,0.0,2.0
64O,Q6O,0.0,2.0
T7O,J6S,0.0,2.0
Q8O,K3O,0.0,2.0
33O,82O,0.0,2.0
T4O,63O,2.0,0.0
ATO,93O,2.0,0.0
KTO,T9S,2.0,0.0
96O,42O,2.0,0.0
J6O,JTO,0.0,2.0
T2S,64O,2.0,0.0
KQO,J7S,2.0,0.0
AAO,87O,2.0,0.0
QTO,KJS,0.0,2.0
55O,92O,2.0,0.0
62O,AQS,0.0,2.0
88O,KJO,2.0,0.0
Q2S,KJO,0.0,2.0
K5O,J4O,0.0,2.0
A2O,K9O,0.0,2.0
J4O,32S,2.0,0.0
KKO,42O,2.0,0.0
K2O,KQO,2.0,0.0
87O,J4O,0.0,2.0
K4O,62O,0.0,2.0
82O,Q3O,2.0,0.0
A3O,K9O,0.0,2.0
77O,64O,2.0,0.0
AJO,92O,2.0,0.0
32O,T5O,2.0,0.0
KQO,52S,2.0,0.0
Q3O,TTO,0.0,2.0
A2O,J4O,2.0,0.0
J5O,K8S,0.0,2.0
84S,33O,2.0,0.0
A4S,92O,2.0,0.0
K9O,95O,0.0,2.0
Q7O,KJS,0.0,2.0
52O,A7O,2.0,0.0
K8O,T9O,2.0,0.0
65O,K8O,0.0,2.0
K9S,92O,2.0,0.0
T6O,K8O,0.0,2.0
A6O,K3O,2.0,0.0
J6S,32O,2.0,0.0
95O,Q4O,0.0,2.0
85O,ATO,0.0,2.0
88O,Q4O,2.0,0.0
Q8O,96O,0.0,2.0
T3S,A8O,2.0,0.0
Q2O,T6O,0.0,2.0
J9O,A2S,0.0,2.0
Q6O,82O,2.0,0.0
94O,T9O,0.0,2.0
T7O,KQS,0.0,2.0
43O,J2S,0.0,2.0
42S,A8S,0.0,2.0
93O,54O,0.0,2.0
A6O,42O,0.0,2.0
J8O,Q4O,0.0,2.0
85S,T9O,0.0,2.0
66O,85O,2.0,0.0
J9O,Q7O,2.0,0.0
74O,AQS,0.0,2.0
85O,KQO,2.0,0.0
96O,75S,0.0,2.0
A9S,J9O,2.0,0.0
64O,A5S,2.0,0.0
K2S,T6O,0.0,2.0
K9O,86O,0.0,2.0
85S,QTS,0.0,2.0
85S,64O,2.0,0.0
T3O,T4O,0.0,2.0
84O,85S,0.0,2.0
J4S,98O,0.0,2.0
92O,A8O,2.0,0.0
T6O,Q2S,0.0,2.0
97O,Q8O,0.0,2.0
J7O,A5O,0.0,2.0
K5O,Q6O,2.0,0.0
T4O,53O,2.0,0.0
95O,Q7O,0.0,2.0
73O,KJO,0.0,2.0
J5O,Q7O,2.0,0.0
76S,KJO,2.0,0.0
J6O,AKO,0.0,2.0
Q2O,A5S,0.0,2.0
J2O,A9S,0.0,2.0
98O,53S,2.0,0.0
T9O,53S,2.0,0.0
ATO,43S,2.0,0.0
QTS,53O,2.0,0.0
92O,T2O,0.0,2.0
88O,Q9O,0.0,2.0
T4S,93O,0.0,2.0
Q8O,J7O,2.0,0.0
J3O,J5S,2.0,0.0
J2O,75O,2.0,0.0
T7O,J3O,2.0,0.0
42O,75O,0.0,2.0
K3O,KTO,0.0,2.0
A7O,Q7O,2.0,0.0
T2O,A9S,0.0,2.0
74S,K6O,0.0,2.0
T8O,Q6S,0.0,2.0
K2O,96S,0.0,2.0
J6S,73O,0.0,2.0
74O,T8O,0.0,2.0
T7S,65S,2.0,0.0
95O,KQO,0.0,2.0
A9S,32S,2.0,0.0
T4O,85O,2.0,0.0
88O,74O,2.0,0.0
QJO,94O,2.0,0.0
J4S,Q8O,0.0,2.0
K2O,T4O,2.0,0.0
54O,92O,2.0,0.0
52O,A8O,2.0,0.0
K3O,K5O,0.0,2.0
QJS,96O,0.0,2.0
Q8S,KJO,2.0,0.0
52S,A4O,2.0,0.0
64O,Q2O,0.0,2.0
J3O,87O,0.0,2.0
AKO,Q3S,2.0,0.0
87S,AAO,0.0,2.0
T9O,Q6O,0.0,2.0
Q5O,AJO,0.0,2.0
T8S,J4O,0.0,2.0
53O,KQS,2.0,0.0
42O,A8O,0.0,2.0
84O,T9O,0.0,2.0
AQO,JJO,0.0,2.0
T9S,K9S,2.0,0.0
AQS,55O,2.0,0.0
QTS,K2S,2.0,0.0
32O,J9O,0.0,2.0
T7S,Q3O,2.0,0.0
Q8O,43O,0.0,2.0
T9O,54O,0.0,2.0
T7O,K3O,2.0,0.0
95O,Q8O,2.0,0.0
K8O,99O,0.0,2.0
66O,J4S,2.0,0.0
KQO,Q7O,0.0,2.0
98S,K7O,0.0,2.0
Q6O,J9S,2.0,0.0
Q6O,85O,2.0,0.0
44O,K9O,2.0,0.0
Q7O,J8S,2.0,0.0
94O,K6O,0.0,2.0
K9O,K5O,2.0,0.0
92O,QTS,2.0,0.0
22O,73O,0.0,2.0
32S,K5O,0.0,2.0
42O,K8O,0.0,2.0
Q6O,J4O,2.0,0.0
A8O,K8S,0.0,2.0
T9O,K6O,0.0,2.0
ATS,K9S,2.0,0.0
85O,76S,2.0,0.0
84O,94O,0.0,2.0
Q3O,AAO,0.0,2.0
AQO,T9S,2.0,0.0
K4S,53O,2.0,0.0
TTO,Q6O,2.0,0.0
T3O,87S,2.0,0.0
AKO,KTO,2.0,0.0
JTS,Q9O,0.0,2.0
A8S,AAO,0.0,2.0
KTO,J3S,2.0,0.0
T3O,42O,2.0,0.0
32O,85O,0.0,2.0
K7O,Q4S,2.0,0.0
86S,KJO,0.0,2.0
J8O,83O,0.0,2.0
K7O,82O,2.0,0.0
Q2O,63O,0.0,2.0
99O,83O,2.0,0.0
Q7O,K3O,0.0,2.0
J6O,Q4O,0.0,2.0
A5O,T3S,2.0,0.0
T2O,96S,2.0,0.0
K8S,Q6O,2.0,0.0
42S,ATO,2.0,0.0
T2O,T2O,1.0,1.0
T5S,Q6S,2.0,0.0
93O,66O,2.0,0.0
J8O,J9S,0.0,2.0
96O,Q7S,2.0,0.0
J7S,42O,0.0,2.0
K3O,K2O,2.0,0.0
33O,Q6O,0.0,2.0
Q4O,Q5S,0.0,2.0
K7S,93O,2.0,0.0
J9S,93S,0.0,2.0
85O,K6O,0.0,2.0
83O,Q2S,2.0,0.0
T3O,T8O,0.0,2.0
AAO,52S,2.0,0.0
T3S,96O,2.0,0.0
92S,A7O,0.0,2.0
Q7O,J2O,2.0,0.0
K5O,K9S,2.0,0.0
K3O,KTS,0.0,2.0
65O,43S,0.0,2.0
Q5O,J9O,0.0,2.0
Q3S,96O,0.0,2.0
A4O,Q9O,2.0,0.0
86O,88O,0.0,2.0
AQO,Q8O,2.0,0.0
K4O,84S,2.0,0.0
A2S,K7O,2.0,0.0
A6O,55O,0.0,2.0
J8O,T8O,2.0,0.0
K3O,Q5O,2.0,0.0
KTO,42O,2.0,0.0
A7O,K9O,2.0,0.0
A7S,KTO,0.0,2.0
AKO,98S,0.0,2.0
JTO,95S,0.0,2.0
84O,32S,2.0,0.0
73O,AJO,0.0,2.0
QTO,98O,0.0,2.0
83O,KJS,2.0,0.0
Q4O,94O,0.0,2.0
Q3O,55O,0.0,2.0
K5O,T9O,0.0,2.0
Q2O,A5O,2.0,0.0
85S,A8O,0.0,2.0
J4O,95O,0.0,2.0
A9S,QTO,0.0,2.0
43S,97O,0.0,2.0
72S,KJO,2.0,0.0
65O,86O,0.0,2.0
86O,65S,0.0,2.0
Q6S,A9O,0.0,2.0
65S,K8O,2.0,0.0
97O,QQO,0.0,2.0
Q6O,T9O,2.0,0.0
72S,32O,2.0,0.0
64O,Q2S,2.0,0.0
KQO,75O,0.0,2.0
42O,33O,0.0,2.0
K9O,62O,0.0,2.0
T2O,JJO,0.0,2.0
QJO,44O,0.0,2.0
J3O,J5O,0.0,2.0
K8S,K4O,2.0,0.0
T9O,73O,2.0,0.0
AJO,K9O,2.0,0.0
T7O,A3O,0.0,2.0
Q2O,T7S,0.0,2.0
J6O,KTO,2.0,0.0
K3S,T5O,2.0,0.0
K9O,KJO,0.0,2.0
97O,QQO,0.0,2.0
JTS,Q6O,2.0,0.0
QTO,32O,2.0,0.0
J5O,75O,0.0,2.0
J4O,82O,2.0,0.0
64O,85S,0.0,2.0
A7O,95O,2.0,0.0
T5S,94O,2.0,0.0
QQO,J5O,2.0,0.0
J7O,44O,2.0,0.0
K8O,94S,2.0,0.0
42S,Q7O,0.0,2.0
T6O,84O,2.0,0.0
A8S,33O,0.0,2.0
KKO,94O,2.0,0.0
65S,KKO,0.0,2.0
K3O,Q4O,2.0,0.0
84S,J3O,2.0,0.0
Q6O,93O,2.0,0.0
T8O,AKO,0.0,2.0
87O,63O,2.0,0.0
QTS,J6O,2.0,0.0
54O,42O,2.0,0.0
A2O,J5O,2.0,0.0
T3O,K9S,0.0,2.0
K2O,65O,0.0,2.0
Q6O,A8O,2.0,0.0
K3O,94O,2.0,0.0
94O,J5S,0.0,2.0
K3O,84O,2.0,0.0
73O,A4O,0.0,2.0
K7O,QJO,2.0,0.0
QTO,A5O,0.0,2.0
A2S,94S,2.0,0.0
74O,T7O,0.0,2.0
97O,93O,0.0,2.0
A7O,Q5O,2.0,0.0
74O,T9O,2.0,0.0
A8S,76O,2.0,0.0
T7S,A9S,2.0,0.0
KTS,Q8O,2.0,0.0
K6O,J6O,2.0,0.0
T4S,84O,0.0,2.0
ATO,54S,0.0,2.0
86O,86O,1.0,1.0
Q8O,J4S,0.0,2.0
K5S,T3O,2.0,0.0
T3O,53O,2.0,0.0
Q8O,K4O,2.0,0.0
K4O,65S,0.0,2.0
K6S,92O,0.0,2.0
Q8O,J4O,0.0,2.0
A5O,52S,2.0,0.0
83S,QQO,0.0,2.0
QQO,J7O,2.0,0.0
J6O,42O,0.0,2.0
KTS,A8S,2.0,0.0
Q9O,92O,0.0,2.0
J9O,96O,2.0,0.0
KQS,98S,2.0,0.0
K2O,54O,2.0,0.0
J9O,A3O,2.0,0.0
T5S,33O,0.0,2.0
63O,JTO,2.0,0.0
T6S,J8O,0.0,2.0
99O,75O,2.0,0.0
52O,A7O,0.0,2.0
82O,Q3S,0.0,2.0
Q9O,A2O,2.0,0.0
82O,J9O,0.0,2.0
Q9O,K4S,0.0,2.0
JTO,A9O,0.0,2.0
T3S,96O,2.0,0.0
KTO,J2O,2.0,0.0
K5O,T7O,2.0,0.0
43O,J3S,0.0,2.0
98O,AQS,0.0,2.0
