Player1,Player2,P1_Wins,P2_Wins
Q9S,A4S,0.0,2.0
Q5O,TTO,0.0,2.0
K9O,82O,2.0,0.0
76O,96O,2.0,0.0
52O,J7S,0.0,2.0
96O,A7O,0.0,2.0
Q2O,A6O,0.0,2.0
KTO,J7O,2.0,0.0
J7O,54O,0.0,2.0
33O,KQO,2.0,0.0
98O,65S,2.0,0.0
KQO,A4O,2.0,0.0
J2O,ATO,0.0,2.0
A5O,32O,0.0,2.0
T3O,94O,0.0,2.0
Q4O,J5S,0.0,2.0
72O,54O,2.0,0.0
97S,T5O,0.0,2.0
K7O,66O,0.0,2.0
JJO,A8O,0.0,2.0
75O,K9O,0.0,2.0
K8O,A7S,0.0,2.0
63S,KQO,0.0,2.0
93O,K9O,0.0,2.0
K4O,J2O,2.0,0.0
J5S,T9O,0.0,2.0
K5O,K3O,2.0,0.0
87O,T5O,2.0,0.0
87O,AJO,0.0,2.0
TTO,A7O,2.0,0.0
A4O,J5O,0.0,2.0
Q3O,Q4O,0.0,2.0
Q9O,A5S,2.0,0.0
A4O,T5O,2.0,0.0
A6O,84S,2.0,0.0
A5S,JTO,0.0,2.0
53O,KJS,2.0,0.0
32O,T4O,0.0,2.0
76O,A3O,0.0,2.0
64S,T8O,2.0,0.0
T9O,43O,2.0,0.0
42O,J9O,0.0,2.0
J3S,K7S,0.0,2.0
K4O,QQO,0.0,2.0
K4O,QTO,0.0,2.0
J9O,63O,0.0,2.0
A9O,Q9O,2.0,0.0
JTO,K2O,0.0,2.0
J2S,Q2O,0.0,2.0
Q9S,Q6O,2.0,0.0
94O,92S,2.0,0.0
ATO,AJO,0.0,2.0
A7O,TTO,0.0,2.0
42O,53O,2.0,0.0
T5O,K7S,0.0,2.0
KQO,84O,2.0,0.0
52O,K4O,2.0,0.0
A5O,J5O,0.0,2.0
72O,A2O,0.0,2.0
K9S,72S,2.0,0.0
K7O,42O,0.0,2.0
K5O,T4S,2.0,0.0
32O,T9O,2.0,0.0
J3O,84S,0.0,2.0
AQO,97O,0.0,2.0
77O,A7O,0.0,2.0
54O,AJO,2.0,0.0
A6S,98S,2.0,0.0
QQO,43O,2.0,0.0
T3O,J9O,0.0,2.0
Q3O,K9O,0.0,2.0
K7S,J8S,2.0,0.0
95O,K8S,0.0,2.0
99O,86O,0.0,2.0
QJS,85O,2.0,0.0
82S,86S,0.0,2.0
65O,A8O,0.0,2.0
J6O,T7S,2.0,0.0
96O,Q7S,0.0,2.0
Q9O,76O,2.0,0.0
97S,Q8O,2.0,0.0
AAO,K6O,2.0,0.0
22O,94O,0.0,2.0
Q4O,J7O,0.0,2.0
K4O,43O,2.0,0.0
J5S,K8O,2.0,0.0
T6S,KTO,2.0,0.0
J2S,A5O,0.0,2.0
K5O,K9O,2.0,0.0
J2O,AKO,0.0,2.0
Q7O,53O,0.0,2.0
J4O,J4O,1.0,1.0
84O,98O,0.0,2.0
K7O,94S,0.0,2.0
94O,Q7O,0.0,2.0
K7O,T5O,2.0,0.0
T8O,84O,2.0,0.0
AJO,86O,2.0,0.0
KKO,54O,2.0,0.0
J9O,85S,2.0,0.0
KTO,J9S,0.0,2.0
Q9O,J6S,0.0,2.0
A8S,87O,2.0,0.0
83O,76O,2.0,0.0
83O,KQO,2.0,0.0
42S,AKO,2.0,0.0
74O,32S,2.0,0.0
Q5O,TTO,0.0,2.0
76S,T3O,0.0,2.0
A4O,65O,2.0,0.0
53O,T7O,0.0,2.0
T3S,J9O,2.0,0.0
42O,86O,2.0,0.0
J9O,62O,2.0,0.0
66O,T3S,2.0,0.0
A7S,Q4S,2.0,0.0
KQS,32O,0.0,2.0
J6O,A3S,0.0,2.0
A7O,94O,0.0,2.0
AQS,T2O,0.0,2.0
K3O,94S,2.0,0.0
Q9O,K8O,2.0,0.0
Q2O,74O,2.0,0.0
43O,87O,0.0,2.0
63O,A4O,0.0,2.0
A5O,A9O,0.0,2.0
T4O,53O,2.0,0.0
AKO,Q9O,2.0,0.0
84O,54O,2.0,0.0
A5O,55O,2.0,0.0
T8O,J8O,0.0,2.0
JTO,A4O,0.0,2.0
76O,T2S,2.0,0.0
T6S,87S,2.0,0.0
A9O,K9S,0.0,2.0
Q6S,54S,2.0,0.0
Q9O,85O,2.0,0.0
K6O,J9S,2.0,0.0
QQO,K2O,0.0,2.0
A7O,97O,0.0,2.0
K9O,ATS,2.0,0.0
K4O,J9O,2.0,0.0
42S,Q2S,0.0,2.0
63O,64O,0.0,2.0
84O,A3O,0.0,2.0
65O,33O,0.0,2.0
32O,97S,2.0,0.0
AJO,J5O,2.0,0.0
Q8O,T5O,0.0,2.0
A8O,82O,2.0,0.0
J2O,J5O,0.0,2.0
JTS,K6O,0.0,2.0
T5O,76O,2.0,0.0
J5O,Q9O,0.0,2.0
J5O,82S,2.0,0.0
Q5O,KQS,2.0,0.0
K3O,84O,0.0,2.0
64O,T4O,0.0,2.0
QTO,AQO,0.0,2.0
T6O,A5O,0.0,2.0
J4O,93S,2.0,0.0
94S,73O,2.0,0.0
Q5S,T9O,2.0,0.0
76O,T6O,2.0,0.0
T2S,Q5S,2.0,0.0
96S,A8O,0.0,2.0
52O,KTO,0.0,2.0
85O,65O,2.0,0.0
AKO,75O,0.0,2.0
QTO,J7S,0.0,2.0
54O,85O,0.0,2.0
K9O,85S,2.0,0.0
JTS,A7S,2.0,0.0
A4O,73S,2.0,0.0
T7O,J6S,0.0,2.0
Q7S,99O,0.0,2.0
Q2O,82O,2.0,0.0
84O,A4S,0.0,2.0
Q9S,Q4O,0.0,2.0
Q9S,85S,2.0,0.0
94O,T4S,0.0,2.0
AQO,J4O,2.0,0.0
Q5O,J5O,2.0,0.0
K9O,K9O,1.0,1.0
94S,J3O,0.0,2.0
Q3S,74O,2.0,0.0
43O,K8O,2.0,0.0
T3O,T3O,1.0,1.0
95O,A2O,0.0,2.0
JTO,62O,2.0,0.0
86S,JTS,2.0,0.0
K7O,82O,2.0,0.0
K5S,K2O,2.0,0.0
J8O,KTO,0.0,2.0
ATO,T3O,2.0,0.0
J4O,AJO,0.0,2.0
KQS,T5O,2.0,0.0
62O,43O,0.0,2.0
J9O,Q4O,2.0,0.0
QJO,97O,2.0,0.0
76O,KQO,0.0,2.0
K5O,K9O,2.0,0.0
A6O,Q5S,2.0,0.0
43O,J6S,0.0,2.0
J4S,A3O,0.0,2.0
87S,AJO,0.0,2.0
K4O,83O,0.0,2.0
JTS,54O,2.0,0.0
Q7O,Q6O,2.0,0.0
Q7O,QJO,2.0,0.0
63S,54S,2.0,0.0
ATO,82O,2.0,0.0
J4O,84O,2.0,0.0
K7S,T3S,0.0,2.0
J7O,A4O,2.0,0.0
Q7O,A2O,0.0,2.0
A8O,ATO,0.0,2.0
QTO,Q2S,0.0,2.0
65S,A8O,0.0,2.0
J9O,QJO,2.0,0.0
Q5O,85O,2.0,0.0
55O,Q8S,2.0,0.0
42O,K9O,2.0,0.0
A5O,Q9S,2.0,0.0
ATS,A7S,2.0,0.0
K8S,K6O,0.0,2.0
Q9S,J8S,2.0,0.0
ATO,53O,2.0,0.0
A3S,62S,2.0,0.0
T5O,22O,2.0,0.0
A2O,Q2O,2.0,0.0
53O,AJO,2.0,0.0
K8O,K5O,2.0,0.0
62O,Q6S,0.0,2.0
82S,95O,0.0,2.0
J6O,K2S,0.0,2.0
J2O,K7O,0.0,2.0
T2S,QTO,0.0,2.0
98O,93O,2.0,0.0
J4S,K2O,2.0,0.0
72O,32O,2.0,0.0
K3O,T5S,2.0,0.0
K8O,72O,2.0,0.0
A8S,A8O,2.0,0.0
Q6O,T4O,2.0,0.0
93O,64O,2.0,0.0
Q6O,Q4O,2.0,0.0
93O,KQO,2.0,0.0
87O,K7O,0.0,2.0
AAO,33O,2.0,0.0
T5O,Q9O,2.0,0.0
85S,88O,0.0,2.0
K5S,94O,2.0,0.0
KKO,K6O,2.0,0.0
TTO,J7S,0.0,2.0
66O,J5O,2.0,0.0
54O,J5O,2.0,0.0
T7O,T8O,0.0,2.0
A8S,44O,0.0,2.0
82O,K3O,0.0,2.0
75O,T3S,2.0,0.0
84S,77O,2.0,0.0
Q8O,43O,2.0,0.0
KTO,92O,2.0,0.0
T6O,97O,2.0,0.0
A8O,J5S,2.0,0.0
54O,J4O,0.0,2.0
A9S,83O,0.0,2.0
84O,33O,2.0,0.0
J3S,74O,0.0,2.0
AJO,32S,2.0,0.0
K6O,65O,2.0,0.0
Q4O,82O,0.0,2.0
AQS,J3O,2.0,0.0
32O,T9O,0.0,2.0
Q7O,65S,2.0,0.0
A8O,97O,0.0,2.0
J9S,KKO,0.0,2.0
A4O,JTS,0.0,2.0
72O,92S,0.0,2.0
83S,K3O,0.0,2.0
84S,KQO,2.0,0.0
43O,T8O,0.0,2.0
K4O,AKS,0.0,2.0
82S,J4O,2.0,0.0
K3S,A2O,0.0,2.0
K4O,52S,2.0,0.0
74O,82O,2.0,0.0
86S,44O,0.0,2.0
AQO,73S,2.0,0.0
93S,T7S,2.0,0.0
33O,Q6O,2.0,0.0
J8O,T5O,0.0,2.0
87O,73S,2.0,0.0
K4O,AAO,0.0,2.0
QQO,AJO,2.0,0.0
22O,AKO,0.0,2.0
86O,97O,0.0,2.0
74O,97O,0.0,2.0
65O,T8O,2.0,0.0
Q8S,KTO,2.0,0.0
87O,A7S,2.0,0.0
T8O,Q4O,2.0,0.0
95O,94O,2.0,0.0
A4O,K7O,2.0,0.0
T5O,65S,0.0,2.0
88O,Q7O,2.0,0.0
T7O,A7O,0.0,2.0
J4O,96O,2.0,0.0
82O,AKO,0.0,2.0
96O,64O,2.0,0.0
J5S,87O,2.0,0.0
83O,J5S,0.0,2.0
97O,T9O,0.0,2.0
AKS,J3S,0.0,2.0
AQO,A9O,2.0,0.0
AKO,32O,2.0,0.0
95S,84S,2.0,0.0
T3O,66O,0.0,2.0
42O,K7O,2.0,0.0
JTO,87O,2.0,0.0
T6S,75O,0.0,2.0
T8O,97O,0.0,2.0
A8O,33O,2.0,0.0
J2S,A3O,0.0,2.0
JJO,K7O,2.0,0.0
A7O,72O,0.0,2.0
73O,98O,0.0,2.0
K7O,62S,0.0,2.0
J3S,97O,2.0,0.0
J5O,A3S,2.0,0.0
Q7S,87O,0.0,2.0
74S,73O,0.0,2.0
T4O,Q2O,2.0,0.0
J5O,75O,2.0,0.0
A5S,62O,2.0,0.0
65S,QJS,2.0,0.0
A3S,A2O,0.0,2.0
73S,62O,2.0,0.0
88O,J9O,0.0,2.0
J2O,73O,2.0,0.0
J6O,K8S,0.0,2.0
Q4O,KJS,2.0,0.0
53S,76O,0.0,2.0
KKO,T5O,0.0,2.0
A3O,K9O,2.0,0.0
55O,98O,2.0,0.0
Q5O,KTO,2.0,0.0
AKO,J4O,2.0,0.0
K2O,62O,2.0,0.0
K6S,K2O,2.0,0.0
Q8O,JTO,2.0,0.0
85S,JTS,2.0,0.0
98O,J4S,2.0,0.0
J5O,KTS,2.0,0.0
72O,KTO,0.0,2.0
JTS,J5O,2.0,0.0
K3S,85O,0.0,2.0
63S,Q5S,2.0,0.0
96S,Q4O,2.0,0.0
TTO,K8O,2.0,0.0
43O,KQS,0.0,2.0
K2O,Q9O,2.0,0.0
62O,82O,0.0,2.0
Q8O,T2S,2.0,0.0
T2O,Q9S,2.0,0.0
Q2O,T4O,2.0,0.0
96O,A4O,2.0,0.0
K9O,J5S,0.0,2.0
Q2S,Q5O,0.0,2.0
83O,86S,0.0,2.0
Q2O,J3O,2.0,0.0
92O,AKO,2.0,0.0
97O,Q7O,0.0,2.0
AKS,Q9O,2.0,0.0
KQO,72O,0.0,2.0
KQO,87O,0.0,2.0
K7O,82O,0.0,2.0
Q7O,86S,2.0,0.0
KQS,42S,0.0,2.0
85O,77O,0.0,2.0
J7O,T4S,2.0,0.0
A4O,Q5S,2.0,0.0
99O,J7O,0.0,2.0
A5O,K8O,0.0,2.0
A4O,K6O,2.0,0.0
82O,96O,0.0,2.0
43O,KQO,2.0,0.0
KTO,T7O,2.0,0.0
52S,74O,2.0,0.0
T3S,52O,2.0,0.0
T7O,82O,2.0,0.0
A6O,83O,2.0,0.0
53O,T7O,2.0,0.0
94O,K8S,0.0,2.0
Q3S,Q2S,0.0,2.0
84O,96O,2.0,0.0
KJO,Q5O,0.0,2.0
53S,J3O,0.0,2.0
J2S,T7O,2.0,0.0
T2S,Q6O,0.0,2.0
J2O,99O,0.0,2.0
Q9O,T5O,2.0,0.0
AKO,62O,0.0,2.0
K3O,52O,2.0,0.0
54O,32O,0.0,2.0
ATO,K5O,0.0,2.0
T7O,54O,2.0,0.0
77O,Q4S,0.0,2.0
52S,J8O,0.0,2.0
73S,86O,2.0,0.0
KJS,63O,2.0,0.0
K7S,K8O,0.0,2.0
T6O,A8O,0.0,2.0
43O,T7O,0.0,2.0
87O,J8O,2.0,0.0
A6O,98O,0.0,2.0
J7S,96O,0.0,2.0
73O,82O,0.0,2.0
Q7O,J5O,2.0,0.0
T5O,T8O,0.0,2.0
J7O,52S,0.0,2.0
A3O,Q2O,2.0,0.0
K9S,63O,2.0,0.0
Q4O,74O,2.0,0.0
QJO,K4S,0.0,2.0
J5O,86O,2.0,0.0
K3O,J4S,0.0,2.0
66O,Q3O,2.0,0.0
K6O,T9O,0.0,2.0
75O,K2S,2.0,0.0
85S,K9O,2.0,0.0
T3O,AQO,0.0,2.0
Q3O,ATO,0.0,2.0
66O,82O,2.0,0.0
Q9O,98O,2.0,0.0
K5O,QJO,2.0,0.0
83O,42O,0.0,2.0
T8S,J5O,2.0,0.0
53O,84O,0.0,2.0
K6O,65O,0.0,2.0
65O,J5O,0.0,2.0
A7O,87O,2.0,0.0
QJS,94S,0.0,2.0
A7O,AKS,0.0,2.0
75O,A4O,2.0,0.0
J4O,Q6O,0.0,2.0
K4O,22O,2.0,0.0
A5O,J8O,2.0,0.0
Q3O,QJO,0.0,2.0
72O,64O,0.0,2.0
A8O,95O,2.0,0.0
Q5O,32O,2.0,0.0
J5O,72O,0.0,2.0
Q8S,T9O,0.0,2.0
AJO,T6S,0.0,2.0
QJO,KKO,2.0,0.0
QJS,K9O,0.0,2.0
T4O,K6O,0.0,2.0
64O,Q8O,0.0,2.0
J8S,T3O,0.0,2.0
KKO,KTO,0.0,2.0
88O,K6O,0.0,2.0
52O,A5O,0.0,2.0
JTO,76O,0.0,2.0
63O,54O,2.0,0.0
K8O,42O,2.0,0.0
A7S,A4O,2.0,0.0
K8O,92S,2.0,0.0
Q7O,82O,0.0,2.0
A9O,K3O,2.0,0.0
53O,Q4O,0.0,2.0
Q5S,K2O,0.0,2.0
96S,83O,0.0,2.0
A9O,T7O,0.0,2.0
J2S,87O,0.0,2.0
42S,98S,0.0,2.0
73O,J6S,2.0,0.0
A4O,K9O,2.0,0.0
22O,Q6S,2.0,0.0
JTS,K8S,2.0,0.0
T9S,KQO,0.0,2.0
K7O,53S,0.0,2.0
TTO,52O,2.0,0.0
J6S,J5O,0.0,2.0
J7O,95S,0.0,2.0
ATS,92O,0.0,2.0
A5O,97S,0.0,2.0
62O,72S,0.0,2.0
K9O,93O,2.0,0.0
T8S,J8O,0.0,2.0
T9S,42O,0.0,2.0
J2O,98O,0.0,2.0
T9O,Q6O,0.0,2.0
A9S,53O,2.0,0.0
Q6O,ATO,0.0,2.0
87O,52S,2.0,0.0
K7O,93O,2.0,0.0
83S,92O,2.0,0.0
A2S,J4O,0.0,2.0
Q6O,94S,2.0,0.0
92S,AKO,0.0,2.0
75O,97S,0.0,2.0
AKO,Q6O,0.0,2.0
76S,K4S,2.0,0.0
95O,32S,2.0,0.0
44O,T4O,2.0,0.0
T7S,K7S,2.0,0.0
ATO,J4O,2.0,0.0
QTO,A7S,0.0,2.0
QJS,K7O,2.0,0.0
J6O,Q2O,0.0,2.0
Q6O,K6O,0.0,2.0
K5O,93O,2.0,0.0
33O,87O,0.0,2.0
A3S,43O,2.0,0.0
32O,AQS,2.0,0.0
J7S,K5O,0.0,2.0
K4S,T3S,2.0,0.0
AQO,82O,0.0,2.0
AJO,T7O,2.0,0.0
T9S,J7O,0.0,2.0
A6O,84O,2.0,0.0
J8O,K8O,2.0,0.0
63O,85O,2.0,0.0
T7O,22O,2.0,0.0
62S,K3O,0.0,2.0
K8S,65O,0.0,2.0
76S,73O,2.0,0.0
Q6O,72O,2.0,0.0
KTO,J4O,2.0,0.0
65S,AAO,2.0,0.0
AJS,Q8O,2.0,0.0
J3O,A5O,2.0,0.0
84S,97O,2.0,0.0
K4O,J3O,2.0,0.0
64O,Q4O,0.0,2.0
KJO,43O,0.0,2.0
J8O,J5O,2.0,0.0
97O,K6O,0.0,2.0
K9O,AKO,0.0,2.0
A4O,KQO,2.0,0.0
T5O,A6O,0.0,2.0
Q9S,74S,2.0,0.0
93O,Q7S,2.0,0.0
Q2O,A6O,2.0,0.0
62S,82S,0.0,2.0
QJO,JJO,0.0,2.0
A5S,J6O,0.0,2.0
AQO,J9O,2.0,0.0
A8S,93O,2.0,0.0
75O,K9S,0.0,2.0
82O,K2O,0.0,2.0
44O,J3S,2.0,0.0
K9S,J2S,2.0,0.0
87O,96O,0.0,2.0
K8O,T5O,0.0,2.0
87O,64S,2.0,0.0
T4S,KQO,2.0,0.0
94O,J2O,2.0,0.0
ATO,J4O,0.0,2.0
K4S,K3O,2.0,0.0
64O,J6O,0.0,2.0
K8S,T4O,2.0,0.0
J6O,62O,2.0,0.0
Q9S,KJO,0.0,2.0
84O,KQO,2.0,0.0
J2O,T4O,0.0,2.0
77O,32O,2.0,0.0
83S,A7S,2.0,0.0
A6S,32O,0.0,2.0
83O,JTO,0.0,2.0
A7O,J7O,2.0,0.0
KJO,JJO,0.0,2.0
K6O,K9O,0.0,2.0
42O,J7O,0.0,2.0
76O,KJO,0.0,2.0
Q8S,QTS,0.0,2.0
32S,73O,2.0,0.0
83S,A9O,2.0,0.0
A6S,87S,0.0,2.0
33O,65O,0.0,2.0
AAO,95S,2.0,0.0
99O,73O,2.0,0.0
KTO,32O,2.0,0.0
64O,T4S,0.0,2.0
94O,55O,0.0,2.0
K8O,AJO,0.0,2.0
A5O,A4O,2.0,0.0
T8O,Q3S,0.0,2.0
K2S,AAO,0.0,2.0
92O,AJO,2.0,0.0
42O,44O,2.0,0.0
42O,T7S,2.0,0.0
42S,KTO,0.0,2.0
65O,J3S,2.0,0.0
T6O,A8O,0.0,2.0
76O,Q5O,2.0,0.0
Q3S,K5O,0.0,2.0
32O,T4O,2.0,0.0
99O,82O,2.0,0.0
75S,85O,2.0,0.0
QTS,A9O,0.0,2.0
AJO,99O,0.0,2.0
95O,KQO,2.0,0.0
94O,62O,2.0,0.0
A5O,TTO,0.0,2.0
32O,J5O,0.0,2.0
97S,A9S,0.0,2.0
62O,83S,0.0,2.0
KTO,Q7O,0.0,2.0
J5O,52O,2.0,0.0
J4S,A8O,2.0,0.0
KTO,95O,2.0,0.0
A7S,JTS,2.0,0.0
A9O,55O,0.0,2.0
62O,JJO,0.0,2.0
K4O,K5O,0.0,2.0
88O,J3O,2.0,0.0
54S,A6O,0.0,2.0
J2O,JTO,0.0,2.0
K7O,75O,2.0,0.0
T9O,65O,2.0,0.0
A5O,T5O,0.0,2.0
J5O,K6O,0.0,2.0
73O,54O,2.0,0.0
76O,93S,2.0,0.0
A6O,AKS,0.0,2.0
T2O,43O,2.0,0.0
82S,QTO,0.0,2.0
QJO,85O,2.0,0.0
T4O,J3O,0.0,2.0
Q4O,87O,2.0,0.0
Q3O,T9S,2.0,0.0
J5S,K7O,0.0,2.0
86O,Q2S,0.0,2.0
K3O,76S,2.0,0.0
Q7O,65O,0.0,2.0
AJO,Q5O,0.0,2.0
A4O,72O,2.0,0.0
QJO,A5O,0.0,2.0
J8S,J3O,0.0,2.0
95O,J9O,0.0,2.0
KQO,42O,2.0,0.0
T7O,J8O,0.0,2.0
KTO,95S,2.0,0.0
Q8S,T9O,0.0,2.0
64S,52O,2.0,0.0
Q7O,A3O,2.0,0.0
T2O,A8O,0.0,2.0
QTO,88O,0.0,2.0
87O,K2O,0.0,2.0
T9O,Q7O,2.0,0.0
JTO,TTO,0.0,2.0
A3O,83O,2.0,0.0
T7O,K2O,0.0,2.0
TTO,J7O,2.0,0.0
92S,54O,2.0,0.0
84O,95O,2.0,0.0
K4O,94S,2.0,0.0
AQS,72O,0.0,2.0
T3O,65S,0.0,2.0
63O,86O,2.0,0.0
AKO,AQS,2.0,0.0
J9O,J6O,0.0,2.0
A5O,43S,0.0,2.0
32S,KTO,0.0,2.0
ATS,62S,2.0,0.0
42O,T4O,2.0,0.0
93S,K6O,0.0,2.0
65O,98O,2.0,0.0
Q4O,T3O,0.0,2.0
A6O,K7O,0.0,2.0
ATO,K3O,0.0,2.0
64O,AAO,0.0,2.0
JTS,32O,2.0,0.0
QTO,Q3O,2.0,0.0
93O,75S,2.0,0.0
T3O,Q4S,0.0,2.0
32S,J4O,0.0,2.0
94S,K8O,2.0,0.0
A9S,52O,0.0,2.0
K9O,JTO,2.0,0.0
T4O,83O,2.0,0.0
AKO,82O,0.0,2.0
T5O,42S,0.0,2.0
94O,54O,2.0,0.0
52S,KJO,2.0,0.0
Q5S,A4O,2.0,0.0
43S,QTO,2.0,0.0
A7O,53O,2.0,0.0
K7O,A8O,0.0,2.0
73O,Q8O,0.0,2.0
54O,84S,2.0,0.0
KQO,J5O,2.0,0.0
J3O,KKO,0.0,2.0
AKS,K2O,2.0,0.0
K3O,Q4S,0.0,2.0
93S,KTS,0.0,2.0
88O,A2O,2.0,0.0
J2O,T8S,2.0,0.0
63O,J9O,0.0,2.0
K6O,AQO,0.0,2.0
82O,A8O,0.0,2.0
84O,65S,2.0,0.0
T7O,KQO,0.0,2.0
65O,32O,2.0,0.0
K3S,85O,2.0,0.0
64O,72O,0.0,2.0
QTO,64O,0.0,2.0
Q2O,QTO,2.0,0.0
T9O,J7O,2.0,0.0
T9O,95S,0.0,2.0
77O,A4S,0.0,2.0
J9S,95O,2.0,0.0
T5O,63O,0.0,2.0
63S,K4O,0.0,2.0
T4O,96S,2.0,0.0
A8O,K7O,2.0,0.0
Q6S,85O,0.0,2.0
T3S,T9O,0.0,2.0
Q5O,22O,2.0,0.0
A5O,QJO,2.0,0.0
74S,J5S,0.0,2.0
65O,J5S,0.0,2.0
74O,74S,1.0,1.0
77O,55O,2.0,0.0
98O,KTS,0.0,2.0
A2O,K3O,0.0,2.0
J9S,63O,2.0,0.0
KQS,92O,2.0,0.0
J6O,Q4O,0.0,2.0
QQO,42O,2.0,0.0
T4O,JJO,0.0,2.0
63S,Q4O,2.0,0.0
A2O,J4O,0.0,2.0
J7O,A2O,0.0,2.0
K2O,64O,2.0,0.0
A4S,J5O,0.0,2.0
63O,97O,0.0,2.0
92O,53O,2.0,0.0
52O,96O,0.0,2.0
87O,Q3O,0.0,2.0
J8O,92O,2.0,0.0
JTO,96S,2.0,0.0
J3O,A8O,0.0,2.0
K6O,63S,2.0,0.0
J2O,64O,2.0,0.0
J7O,T6O,0.0,2.0
Q2O,T8O,0.0,2.0
A2O,T5O,2.0,0.0
42S,K4S,0.0,2.0
Q4O,75O,2.0,0.0
T9O,T7O,2.0,0.0
44O,99O,0.0,2.0
63O,55O,0.0,2.0
QJO,A5O,0.0,2.0
22O,QQO,0.0,2.0
A5O,43O,2.0,0.0
QJO,62O,0.0,2.0
J6O,A4O,0.0,2.0
66O,84O,2.0,0.0
84S,J9O,0.0,2.0
76O,K3O,0.0,2.0
K7O,JJO,0.0,2.0
A6S,Q5S,0.0,2.0
55O,QTO,0.0,2.0
T3O,J2O,0.0,2.0
T8O,72O,2.0,0.0
A4S,Q4O,2.0,0.0
K8O,Q2O,2.0,0.0
72O,82O,0.0,2.0
K8S,97S,0.0,2.0
KJO,86O,2.0,0.0
97O,A9O,0.0,2.0
AQO,Q2O,2.0,0.0
83O,KTO,0.0,2.0
T4O,94O,2.0,0.0
52O,Q6S,0.0,2.0
AQO,K7O,0.0,2.0
A8S,KQO,2.0,0.0
KKO,55O,2.0,0.0
J6O,85O,2.0,0.0
T9S,Q8O,0.0,2.0
ATO,J9S,2.0,0.0
A9O,J3O,0.0,2.0
KJS,T3O,0.0,2.0
J3O,83O,0.0,2.0
93O,98O,0.0,2.0
74O,AJS,0.0,2.0
52O,65O,0.0,2.0
A4O,J8O,0.0,2.0
T9O,T3S,2.0,0.0
75O,98O,2.0,0.0
54O,AAO,2.0,0.0
76O,84O,0.0,2.0
A8O,77O,2.0,0.0
32S,53S,0.0,2.0
AJS,73O,2.0,0.0
A9S,T4S,2.0,0.0
K4O,T3O,2.0,0.0
A7O,Q5O,2.0,0.0
T8S,83O,2.0,0.0
QTO,JTO,0.0,2.0
AKO,J6O,2.0,0.0
T8S,94O,0.0,2.0
K3O,43O,2.0,0.0
J3O,86O,2.0,0.0
T8O,Q4S,0.0,2.0
54O,32S,0.0,2.0
K4S,62O,2.0,0.0
K6O,J9O,2.0,0.0
76O,52O,0.0,2.0
A4O,Q5O,2.0,0.0
J7O,AKO,2.0,0.0
88O,K6O,0.0,2.0
QJO,K2O,0.0,2.0
AJS,85O,2.0,0.0
A3S,J4S,2.0,0.0
A4S,T5S,2.0,0.0
A6O,QJS,2.0,0.0
T7O,52O,2.0,0.0
Q5O,76O,2.0,0.0
74S,A9S,0.0,2.0
96O,Q2O,0.0,2.0
95S,32O,2.0,0.0
96O,AJO,2.0,0.0
QTS,74S,2.0,0.0
J6O,Q9S,2.0,0.0
Q7S,55O,0.0,2.0
Q8O,T3S,2.0,0.0
ATS,95O,0.0,2.0
64O,J7O,0.0,2.0
99O,74S,0.0,2.0
K9O,95O,2.0,0.0
32O,83O,0.0,2.0
83O,T9O,0.0,2.0
64O,84O,2.0,0.0
Q3O,42O,2.0,0.0
87O,T4S,2.0,0.0
J9S,22O,2.0,0.0
77O,K4O,0.0,2.0
A6O,K9O,2.0,0.0
T6O,J9O,0.0,2.0
42O,A4O,0.0,2.0
85O,63O,2.0,0.0
86O,77O,2.0,0.0
KTO,54O,0.0,2.0
54O,Q3S,2.0,0.0
T2O,53O,2.0,0.0
K2S,AKO,0.0,2.0
53S,94O,2.0,0.0
A7O,J2O,2.0,0.0
99O,T2O,2.0,0.0
87O,JJO,0.0,2.0
Q6O,T3O,2.0,0.0
J3O,65O,2.0,0.0
A8S,85O,2.0,0.0
Q4O,K5O,0.0,2.0
97O,K4O,2.0,0.0
97O,73O,2.0,0.0
74O,Q9O,0.0,2.0
A7O,63S,0.0,2.0
94O,64O,2.0,0.0
T4O,32S,2.0,0.0
84S,Q5S,0.0,2.0
KJS,J2O,2.0,0.0
Q4O,A8O,0.0,2.0
63O,74S,0.0,2.0
AKO,QJO,2.0,0.0
Q9O,KQO,0.0,2.0
66O,98O,0.0,2.0
ATS,Q9O,2.0,0.0
J4O,A5S,2.0,0.0
AQO,A6O,2.0,0.0
Q4O,84O,2.0,0.0
A9O,82O,0.0,2.0
A2O,95S,0.0,2.0
Q3O,98O,2.0,0.0
84S,98O,2.0,0.0
72O,A8O,2.0,0.0
K2O,J2S,2.0,0.0
T8O,92O,0.0,2.0
Q8S,QTS,0.0,2.0
T6O,K7S,0.0,2.0
T8S,98O,2.0,0.0
A6S,JTS,2.0,0.0
J9O,74O,0.0,2.0
AKO,J4O,2.0,0.0
QTS,K7O,2.0,0.0
J9O,53O,0.0,2.0
72O,QJO,0.0,2.0
73S,Q9O,0.0,2.0
95S,T7O,0.0,2.0
92O,J8O,0.0,2.0
54S,A4S,0.0,2.0
63O,T9O,0.0,2.0
QJO,A2O,0.0,2.0
K6O,A7O,2.0,0.0
T8O,52O,0.0,2.0
KTO,55O,0.0,2.0
86O,Q2O,0.0,2.0
75S,QJO,0.0,2.0
K9O,85O,0.0,2.0
63O,K2O,2.0,0.0
